date,region,Re_estimate,CI_down_Re_estimate,CI_up_Re_estimate
2020-08-13,OW,1.598,0.258,4.135
2020-08-14,OW,1.473,0.255,3.74
2020-08-15,OW,1.379,0.251,3.45
2020-08-16,OW,1.286,0.239,3.198
2020-08-17,OW,1.169,0.211,2.93
2020-08-18,OW,1.023,0.168,2.635
2020-08-19,OW,0.87,0.121,2.344
2020-08-20,OW,0.734,0.027,2.097
2020-08-21,OW,0.626,0,1.914
2020-08-22,OW,0.557,0,1.82
2020-08-23,OW,0.53,0,1.824
2020-08-24,OW,0.529,0,1.902
2020-08-25,OW,0.53,0,2.001
2020-08-26,OW,0.517,0,2.082
2020-08-27,OW,0.49,0,2.135
2020-08-28,OW,0.459,0,2.181
2020-08-29,OW,0.445,0,2.274
2020-08-30,OW,0.482,0,2.531
2020-08-31,OW,0.593,0,3.032
2020-09-01,OW,0.78,0.001,3.759
2020-09-02,OW,1.036,0.004,4.638
2020-09-03,OW,1.322,0.012,5.491
2020-09-04,OW,1.539,0.025,6.014
2020-09-05,OW,1.625,0.037,6.081
2020-09-06,OW,1.633,0.05,5.87
2020-09-07,OW,1.634,0.067,5.614
2020-09-08,OW,1.651,0.092,5.397
2020-09-09,OW,1.685,0.124,5.225
2020-09-10,OW,1.733,0.167,5.088
2020-09-11,OW,1.782,0.218,4.954
2020-09-12,OW,1.808,0.27,4.78
2020-09-13,OW,1.774,0.305,4.51
2020-09-14,OW,1.681,0.317,4.159
2020-09-15,OW,1.545,0.307,3.765
2020-09-16,OW,1.391,0.28,3.376
2020-09-17,OW,1.24,0.245,3.025
2020-09-18,OW,1.117,0.214,2.752
2020-09-19,OW,1.029,0.191,2.56
2020-09-20,OW,0.978,0.177,2.45
2020-09-21,OW,0.97,0.176,2.427
2020-09-22,OW,1.016,0.194,2.502
2020-09-23,OW,1.142,0.247,2.708
2020-09-24,OW,1.354,0.346,3.035
2020-09-25,OW,1.631,0.496,3.429
2020-09-26,OW,1.916,0.68,3.781
2020-09-27,OW,2.152,0.87,4.006
2020-09-28,OW,2.289,1.028,4.047
2020-09-29,OW,2.317,1.131,3.922
2020-09-30,OW,2.271,1.186,3.703
2020-10-01,OW,2.198,1.216,3.466
2020-10-02,OW,2.112,1.226,3.235
2020-10-03,OW,2.015,1.218,3.011
2020-10-04,OW,1.916,1.196,2.802
2020-10-05,OW,1.805,1.156,2.597
2020-10-06,OW,1.682,1.097,2.389
2020-10-07,OW,1.558,1.03,2.193
2020-10-08,OW,1.446,0.966,2.023
2020-10-09,OW,1.353,0.91,1.882
2020-10-10,OW,1.287,0.873,1.782
2020-10-11,OW,1.256,0.859,1.727
2020-10-12,OW,1.249,0.863,1.704
2020-10-13,OW,1.251,0.873,1.694
2020-10-14,OW,1.256,0.886,1.689
2020-10-15,OW,1.257,0.895,1.68
2020-10-16,OW,1.25,0.897,1.661
2020-10-17,OW,1.24,0.896,1.638
2020-10-18,OW,1.228,0.893,1.615
2020-10-19,OW,1.212,0.887,1.588
2020-10-20,OW,1.196,0.88,1.561
2020-10-21,OW,1.183,0.874,1.537
2020-10-22,OW,1.171,0.869,1.517
2020-10-23,OW,1.156,0.861,1.493
2020-10-24,OW,1.14,0.852,1.468
2020-10-25,OW,1.122,0.841,1.443
2020-10-26,OW,1.101,0.826,1.414
2020-10-27,OW,1.077,0.809,1.383
2020-10-28,OW,1.06,0.796,1.36
2020-10-29,OW,1.054,0.793,1.35
2020-10-30,OW,1.06,0.801,1.356
2020-10-31,OW,1.078,0.817,1.374
2020-11-01,OW,1.099,0.837,1.396
2020-11-02,OW,1.116,0.854,1.412
2020-11-03,OW,1.12,0.86,1.415
2020-11-04,OW,1.113,0.856,1.403
2020-11-05,OW,1.099,0.847,1.384
2020-11-06,OW,1.086,0.838,1.366
2020-11-07,OW,1.075,0.831,1.35
2020-11-08,OW,1.065,0.824,1.337
2020-11-09,OW,1.051,0.813,1.318
2020-11-10,OW,1.029,0.796,1.293
2020-11-11,OW,1.003,0.774,1.261
2020-11-12,OW,0.974,0.749,1.228
2020-11-13,OW,0.947,0.726,1.198
2020-11-14,OW,0.926,0.707,1.174
2020-11-15,OW,0.908,0.69,1.154
2020-11-16,OW,0.888,0.672,1.134
2020-11-17,OW,0.865,0.65,1.111
2020-11-18,OW,0.84,0.626,1.085
2020-11-19,OW,0.816,0.603,1.061
2020-11-20,OW,0.801,0.586,1.048
2020-11-21,OW,0.796,0.578,1.048
2020-11-22,OW,0.802,0.579,1.06
2020-11-23,OW,0.812,0.583,1.079
2020-11-24,OW,0.822,0.587,1.097
2020-11-25,OW,0.828,0.587,1.111
2020-11-26,OW,0.83,0.584,1.119
2020-11-27,OW,0.836,0.585,1.132
2020-11-28,OW,0.853,0.595,1.158
2020-11-29,OW,0.878,0.611,1.194
2020-11-30,OW,0.901,0.626,1.226
2020-12-01,OW,0.914,0.633,1.246
2020-12-02,OW,0.916,0.631,1.252
2020-12-03,OW,0.909,0.623,1.248
2020-12-04,OW,0.9,0.613,1.241
2020-12-05,OW,0.895,0.607,1.238
2020-12-06,OW,0.898,0.607,1.246
2020-12-07,OW,0.91,0.613,1.264
2020-12-08,OW,0.926,0.624,1.288
2020-12-09,OW,0.945,0.637,1.314
2020-12-10,OW,0.967,0.652,1.343
2020-12-11,OW,0.987,0.667,1.37
2020-12-12,OW,1.004,0.68,1.392
2020-12-13,OW,1.013,0.686,1.402
2020-12-14,OW,1.009,0.683,1.398
2020-12-15,OW,0.991,0.668,1.377
2020-12-16,OW,0.964,0.646,1.344
2020-12-17,OW,0.933,0.621,1.308
2020-12-18,OW,0.906,0.599,1.277
2020-12-19,OW,0.886,0.581,1.255
2020-12-20,OW,0.872,0.567,1.242
2020-12-21,OW,0.866,0.559,1.239
2020-12-22,OW,0.87,0.558,1.249
2020-12-23,OW,0.886,0.567,1.275
2020-12-24,OW,0.919,0.59,1.321
2020-12-25,OW,0.969,0.625,1.386
2020-12-26,OW,1.026,0.668,1.459
2020-12-27,OW,1.078,0.709,1.524
2020-12-28,OW,1.116,0.739,1.568
2020-12-29,OW,1.133,0.755,1.585
2020-12-30,OW,1.134,0.76,1.582
2020-12-31,OW,1.134,0.764,1.576
2021-01-01,OW,1.141,0.774,1.577
2021-01-02,OW,1.149,0.786,1.581
2021-01-03,OW,1.153,0.793,1.579
2021-01-04,OW,1.147,0.793,1.565
2021-01-05,OW,1.126,0.78,1.535
2021-01-06,OW,1.095,0.758,1.491
2021-01-07,OW,1.063,0.736,1.449
2021-01-08,OW,1.04,0.72,1.418
2021-01-09,OW,1.025,0.71,1.398
2021-01-10,OW,1.015,0.703,1.384
2021-01-11,OW,1.004,0.695,1.369
2021-01-12,OW,0.983,0.677,1.344
2021-01-13,OW,0.947,0.648,1.301
2021-01-14,OW,0.899,0.608,1.246
2021-01-15,OW,0.852,0.569,1.192
2021-01-16,OW,0.811,0.533,1.147
2021-01-17,OW,0.779,0.504,1.113
2021-01-18,OW,0.755,0.48,1.092
2021-01-19,OW,0.736,0.459,1.077
2021-01-20,OW,0.718,0.438,1.065
2021-01-21,OW,0.703,0.42,1.058
2021-01-22,OW,0.696,0.406,1.062
2021-01-23,OW,0.7,0.401,1.081
2021-01-24,OW,0.719,0.406,1.121
2021-01-25,OW,0.754,0.422,1.18
2021-01-26,OW,0.798,0.445,1.253
2021-01-27,OW,0.847,0.472,1.329
2021-01-28,OW,0.892,0.497,1.4
2021-01-29,OW,0.931,0.52,1.461
2021-01-30,OW,0.963,0.539,1.509
2021-01-31,OW,0.988,0.554,1.545
2021-02-01,OW,1.009,0.568,1.574
2021-02-02,OW,1.031,0.584,1.604
2021-02-03,OW,1.057,0.603,1.636
2021-02-04,OW,1.08,0.622,1.663
2021-02-05,OW,1.1,0.639,1.685
2021-02-06,OW,1.117,0.654,1.7
2021-02-07,OW,1.125,0.665,1.705
2021-02-08,OW,1.124,0.668,1.696
2021-02-09,OW,1.112,0.664,1.674
2021-02-10,OW,1.093,0.654,1.643
2021-02-11,OW,1.066,0.638,1.604
2021-02-12,OW,1.036,0.618,1.561
2021-02-13,OW,1.004,0.596,1.517
2021-02-14,OW,0.958,0.562,1.457
2021-02-15,OW,0.894,0.514,1.377
2021-02-16,OW,0.821,0.458,1.288
2021-02-17,OW,0.755,0.407,1.209
2021-02-18,OW,0.708,0.368,1.157
2021-02-19,OW,0.683,0.344,1.138
2021-02-20,OW,0.683,0.335,1.154
2021-02-21,OW,0.707,0.341,1.205
2021-02-22,OW,0.754,0.362,1.288
2021-02-23,OW,0.822,0.397,1.399
2021-02-24,OW,0.907,0.445,1.531
2021-02-25,OW,1.003,0.503,1.672
2021-02-26,OW,1.099,0.565,1.808
2021-02-27,OW,1.184,0.625,1.92
2021-02-28,OW,1.24,0.669,1.985
2021-03-01,OW,1.258,0.69,1.995
2021-03-02,OW,1.239,0.686,1.954
2021-03-03,OW,1.193,0.663,1.877
2021-03-04,OW,1.133,0.628,1.784
2021-03-05,OW,1.075,0.594,1.698
2021-03-06,OW,1.03,0.566,1.63
2021-03-07,OW,1,0.548,1.586
2021-03-08,OW,0.984,0.537,1.562
2021-03-09,OW,0.979,0.534,1.556
2021-03-10,OW,0.985,0.539,1.565
2021-03-11,OW,1.004,0.552,1.59
2021-03-12,OW,1.04,0.578,1.637
2021-03-13,OW,1.093,0.617,1.703
2021-03-14,OW,1.156,0.666,1.78
2021-03-15,OW,1.214,0.713,1.846
2021-03-16,OW,1.255,0.751,1.887
2021-03-17,OW,1.272,0.772,1.895
2021-03-18,OW,1.266,0.777,1.872
2021-03-19,OW,1.243,0.77,1.828
2021-03-20,OW,1.209,0.753,1.77
2021-03-21,OW,1.166,0.729,1.704
2021-03-22,OW,1.118,0.699,1.634
2021-03-23,OW,1.068,0.666,1.564
2021-03-24,OW,1.019,0.631,1.497
2021-03-25,OW,0.976,0.601,1.441
2021-03-26,OW,0.946,0.579,1.403
2021-03-27,OW,0.933,0.568,1.387
2021-03-28,OW,0.934,0.568,1.39
2021-03-29,OW,0.945,0.574,1.407
2021-03-30,OW,0.967,0.588,1.437
2021-03-31,OW,0.998,0.61,1.478
2021-04-01,OW,1.036,0.639,1.527
2021-04-02,OW,1.077,0.671,1.578
2021-04-03,OW,1.117,0.703,1.625
2021-04-04,OW,1.147,0.729,1.658
2021-04-05,OW,1.162,0.745,1.67
2021-04-06,OW,1.158,0.747,1.658
2021-04-07,OW,1.139,0.737,1.626
2021-04-08,OW,1.111,0.72,1.584
2021-04-09,OW,1.089,0.707,1.551
2021-04-10,OW,1.08,0.704,1.534
2021-04-11,OW,1.081,0.708,1.531
2021-04-12,OW,1.083,0.713,1.53
2021-04-13,OW,1.084,0.716,1.527
2021-04-14,OW,1.076,0.713,1.514
2021-04-15,OW,1.061,0.703,1.492
2021-04-16,OW,1.044,0.692,1.468
2021-04-17,OW,1.028,0.68,1.445
2021-04-18,OW,1.007,0.665,1.418
2021-04-19,OW,0.979,0.644,1.384
2021-04-20,OW,0.945,0.617,1.343
2021-04-21,OW,0.903,0.583,1.293
2021-04-22,OW,0.855,0.543,1.237
2021-04-23,OW,0.805,0.501,1.18
2021-04-24,OW,0.758,0.461,1.129
2021-04-25,OW,0.718,0.424,1.087
2021-04-26,OW,0.691,0.397,1.064
2021-04-27,OW,0.683,0.384,1.067
2021-04-28,OW,0.694,0.383,1.096
2021-04-29,OW,0.724,0.395,1.151
2021-04-30,OW,0.773,0.421,1.231
2021-05-01,OW,0.841,0.46,1.334
2021-05-02,OW,0.921,0.509,1.452
2021-05-03,OW,1.004,0.564,1.569
2021-05-04,OW,1.081,0.617,1.673
2021-05-05,OW,1.153,0.67,1.764
2021-05-06,OW,1.222,0.725,1.846
2021-05-07,OW,1.284,0.779,1.913
2021-05-08,OW,1.331,0.825,1.957
2021-05-09,OW,1.36,0.859,1.974
2021-05-10,OW,1.365,0.876,1.961
2021-05-11,OW,1.342,0.872,1.913
2021-05-12,OW,1.299,0.85,1.841
2021-05-13,OW,1.25,0.823,1.764
2021-05-14,OW,1.203,0.796,1.693
2021-05-15,OW,1.166,0.775,1.636
2021-05-16,OW,1.14,0.76,1.595
2021-05-17,OW,1.121,0.751,1.564
2021-05-18,OW,1.099,0.738,1.531
2021-05-19,OW,1.071,0.718,1.492
2021-05-20,OW,1.04,0.697,1.451
2021-05-21,OW,1.013,0.677,1.415
2021-05-22,OW,0.992,0.661,1.389
2021-05-23,OW,0.977,0.65,1.37
2021-05-24,OW,0.965,0.64,1.356
2021-05-25,OW,0.951,0.628,1.34
2021-05-26,OW,0.932,0.612,1.318
2021-05-27,OW,0.905,0.588,1.288
2021-05-28,OW,0.87,0.558,1.248
2021-05-29,OW,0.831,0.525,1.206
2021-05-30,OW,0.795,0.493,1.167
2021-05-31,OW,0.762,0.463,1.135
2021-06-01,OW,0.734,0.436,1.108
2021-06-02,OW,0.707,0.409,1.085
2021-06-03,OW,0.678,0.38,1.062
2021-06-04,OW,0.65,0.35,1.04
2021-06-05,OW,0.623,0.322,1.023
2021-06-06,OW,0.601,0.296,1.012
2021-06-07,OW,0.584,0.273,1.01
2021-06-08,OW,0.572,0.253,1.018
2021-06-09,OW,0.558,0.232,1.025
2021-06-10,OW,0.536,0.205,1.024
2021-06-11,OW,0.51,0.176,1.018
2021-06-12,OW,0.486,0.149,1.018
2021-06-13,OW,0.464,0.124,1.025
2021-06-14,OW,0.45,0.103,1.047
2021-06-15,OW,0.444,0.086,1.09
2021-06-16,OW,0.449,0.074,1.155
2021-06-17,OW,0.464,0.065,1.246
2021-06-18,OW,0.492,0.06,1.369
2021-06-19,OW,0.533,0.058,1.522
2021-06-20,OW,0.585,0.059,1.704
2021-06-21,OW,0.649,0.062,1.909
2021-06-22,OW,0.721,0.068,2.128
2021-06-23,OW,0.802,0.077,2.358
2021-06-24,OW,0.887,0.089,2.581
2021-06-25,OW,0.963,0.101,2.772
2021-06-26,OW,1.032,0.115,2.929
2021-06-27,OW,1.108,0.136,3.078
2021-06-28,OW,1.194,0.164,3.223
2021-06-29,OW,1.28,0.199,3.346
2021-06-30,OW,1.357,0.237,3.433
2021-07-01,OW,1.415,0.276,3.467
2021-07-02,OW,1.441,0.307,3.435
2021-07-03,OW,1.435,0.328,3.343
2021-07-04,OW,1.403,0.339,3.208
2021-07-05,OW,1.354,0.341,3.053
2021-07-06,OW,1.303,0.339,2.903
2021-07-07,OW,1.279,0.347,2.806
2021-07-08,OW,1.292,0.372,2.774
2021-07-09,OW,1.332,0.41,2.788
2021-07-10,OW,1.378,0.453,2.81
2021-07-11,OW,1.416,0.493,2.816
2021-07-12,OW,1.432,0.525,2.786
2021-07-13,OW,1.427,0.546,2.724
2021-07-14,OW,1.412,0.562,2.646
2021-07-15,OW,1.395,0.576,2.571
2021-07-16,OW,1.381,0.59,2.502
2021-07-17,OW,1.371,0.605,2.444
2021-07-18,OW,1.364,0.622,2.394
2021-07-19,OW,1.353,0.634,2.34
2021-07-20,OW,1.334,0.64,2.279
2021-07-21,OW,1.314,0.644,2.218
2021-07-22,OW,1.299,0.65,2.168
2021-07-23,OW,1.288,0.658,2.125
2021-07-24,OW,1.274,0.662,2.081
2021-07-25,OW,1.257,0.664,2.036
2021-07-26,OW,1.239,0.664,1.991
2021-07-27,OW,1.218,0.66,1.945
2021-07-28,OW,1.197,0.656,1.899
2021-07-29,OW,1.181,0.653,1.863
2021-07-30,OW,1.173,0.656,1.838
2021-07-31,OW,1.182,0.671,1.836
2021-08-01,OW,1.21,0.7,1.859
2021-08-02,OW,1.256,0.742,1.903
2021-08-03,OW,1.31,0.792,1.956
2021-08-04,OW,1.365,0.846,2.007
2021-08-05,OW,1.408,0.893,2.039
2021-08-06,OW,1.428,0.923,2.041
2021-08-07,OW,1.42,0.933,2.008
2021-08-08,OW,1.388,0.923,1.947
2021-08-09,OW,1.338,0.898,1.865
2021-08-10,OW,1.289,0.871,1.787
2021-08-11,OW,1.251,0.852,1.725
2021-08-12,OW,1.225,0.841,1.681
2021-08-13,OW,1.209,0.836,1.65
2021-08-14,OW,1.201,0.836,1.63
2021-08-15,OW,1.192,0.836,1.611
2021-08-16,OW,1.176,0.829,1.584
2021-08-17,OW,1.159,0.82,1.556
2021-08-18,OW,1.147,0.815,1.534
2021-08-19,OW,1.142,0.816,1.522
2021-08-20,OW,1.147,0.825,1.522
2021-08-21,OW,1.16,0.84,1.531
2021-08-22,OW,1.169,0.852,1.536
2021-08-23,OW,1.163,0.851,1.522
2021-08-24,OW,1.14,0.836,1.49
2021-08-25,OW,1.107,0.812,1.447
2021-08-26,OW,1.072,0.786,1.402
2021-08-27,OW,1.046,0.767,1.367
2021-08-28,OW,1.034,0.759,1.351
2021-08-29,OW,1.036,0.762,1.352
2021-08-30,OW,1.047,0.773,1.363
2021-08-31,OW,1.063,0.787,1.38
2021-09-01,OW,1.08,0.803,1.398
2021-09-02,OW,1.101,0.822,1.419
2021-09-03,OW,1.126,0.846,1.446
2021-09-04,OW,1.153,0.872,1.473
2021-09-05,OW,1.177,0.896,1.496
2021-09-06,OW,1.19,0.911,1.505
2021-09-07,OW,1.185,0.911,1.495
2021-09-08,OW,1.162,0.896,1.463
2021-09-09,OW,1.127,0.869,1.418
2021-09-10,OW,1.088,0.838,1.369
2021-09-11,OW,1.049,0.807,1.321
2021-09-12,OW,1.011,0.777,1.276
2021-09-13,OW,0.973,0.745,1.232
2021-09-14,OW,0.932,0.709,1.184
2021-09-15,OW,0.884,0.668,1.131
2021-09-16,OW,0.839,0.627,1.081
2021-09-17,OW,0.803,0.594,1.044
2021-09-18,OW,0.785,0.575,1.026
2021-09-19,OW,0.785,0.572,1.032
2021-09-20,OW,0.804,0.583,1.06
2021-09-21,OW,0.835,0.604,1.102
2021-09-22,OW,0.868,0.628,1.147
2021-09-23,OW,0.903,0.653,1.193
2021-09-24,OW,0.938,0.678,1.238
2021-09-25,OW,0.971,0.704,1.281
2021-09-26,OW,1.003,0.73,1.32
2021-09-27,OW,1.031,0.752,1.354
2021-09-28,OW,1.049,0.767,1.374
2021-09-29,OW,1.051,0.769,1.375
2021-09-30,OW,1.042,0.763,1.364
2021-10-01,OW,1.029,0.753,1.348
2021-10-02,OW,1.017,0.744,1.333
2021-10-03,OW,1.009,0.738,1.322
2021-10-04,OW,1.004,0.734,1.315
2021-10-05,OW,0.999,0.73,1.309
2021-10-06,OW,0.995,0.727,1.304
2021-10-07,OW,0.993,0.725,1.302
2021-10-08,OW,0.993,0.725,1.302
2021-10-09,OW,0.994,0.726,1.304
2020-03-09,SG,2.315,1.666,3.068
2020-03-10,SG,2.173,1.602,2.828
2020-03-11,SG,2.028,1.525,2.6
2020-03-12,SG,1.893,1.447,2.398
2020-03-13,SG,1.774,1.374,2.223
2020-03-14,SG,1.661,1.301,2.065
2020-03-15,SG,1.551,1.224,1.915
2020-03-16,SG,1.439,1.141,1.771
2020-03-17,SG,1.329,1.057,1.632
2020-03-18,SG,1.225,0.974,1.504
2020-03-19,SG,1.134,0.901,1.394
2020-03-20,SG,1.062,0.842,1.308
2020-03-21,SG,1.009,0.798,1.245
2020-03-22,SG,0.97,0.765,1.2
2020-03-23,SG,0.94,0.739,1.166
2020-03-24,SG,0.916,0.716,1.139
2020-03-25,SG,0.894,0.697,1.116
2020-03-26,SG,0.877,0.68,1.099
2020-03-27,SG,0.864,0.667,1.087
2020-03-28,SG,0.854,0.655,1.078
2020-03-29,SG,0.844,0.644,1.071
2020-03-30,SG,0.831,0.63,1.06
2020-03-31,SG,0.811,0.609,1.041
2020-04-01,SG,0.782,0.581,1.013
2020-04-02,SG,0.747,0.547,0.978
2020-04-03,SG,0.713,0.514,0.944
2020-04-04,SG,0.684,0.484,0.917
2020-04-05,SG,0.661,0.459,0.899
2020-04-06,SG,0.643,0.438,0.887
2020-04-07,SG,0.632,0.421,0.884
2020-04-08,SG,0.626,0.409,0.89
2020-04-09,SG,0.628,0.401,0.905
2020-04-10,SG,0.643,0.404,0.937
2020-04-11,SG,0.676,0.42,0.992
2020-04-12,SG,0.722,0.446,1.064
2020-04-13,SG,0.767,0.471,1.135
2020-04-14,SG,0.805,0.491,1.196
2020-04-15,SG,0.829,0.501,1.237
2020-04-16,SG,0.835,0.499,1.256
2020-04-17,SG,0.825,0.485,1.253
2020-04-18,SG,0.802,0.463,1.234
2020-04-19,SG,0.769,0.432,1.202
2020-04-20,SG,0.728,0.396,1.159
2020-04-21,SG,0.679,0.354,1.109
2020-04-22,SG,0.627,0.309,1.056
2020-04-23,SG,0.575,0.265,1.005
2020-04-24,SG,0.53,0.224,0.964
2020-04-25,SG,0.494,0.19,0.939
2020-04-26,SG,0.47,0.163,0.935
2020-04-27,SG,0.456,0.142,0.951
2020-04-28,SG,0.45,0.124,0.981
2020-04-29,SG,0.446,0.107,1.022
2020-04-30,SG,0.444,0.091,1.071
2020-05-01,SG,0.446,0.077,1.133
2020-05-02,SG,0.455,0.066,1.212
2020-05-03,SG,0.476,0.059,1.32
2020-05-04,SG,0.51,0.055,1.46
2020-05-05,SG,0.549,0.052,1.615
2020-05-06,SG,0.58,0.047,1.762
2020-05-07,SG,0.602,0.041,1.895
2020-05-08,SG,0.62,0.035,2.018
2020-05-09,SG,0.635,0.03,2.136
2020-05-10,SG,0.652,0.025,2.26
2020-05-11,SG,0.672,0.022,2.389
2020-05-12,SG,0.686,0.019,2.51
2020-05-13,SG,0.693,0.015,2.615
2020-05-14,SG,0.694,0.011,2.705
2020-05-15,SG,0.692,0.009,2.792
2020-05-16,SG,0.694,0.006,2.887
2020-05-17,SG,0.699,0.005,2.994
2020-05-18,SG,0.705,0.004,3.11
2020-05-19,SG,0.718,0.003,3.243
2020-05-20,SG,0.73,0.002,3.381
2020-05-21,SG,0.742,0.002,3.518
2020-05-22,SG,0.767,0.001,3.689
2020-05-23,SG,0.815,0.001,3.919
2020-05-24,SG,0.871,0.002,4.169
2020-05-25,SG,0.936,0.002,4.428
2020-05-26,SG,1.039,0.003,4.76
2020-05-27,SG,1.201,0.007,5.199
2020-05-28,SG,1.46,0.021,5.791
2020-05-29,SG,1.839,0.062,6.516
2020-05-30,SG,2.254,0.151,7.119
2020-05-31,SG,2.532,0.271,7.261
2020-06-01,SG,2.587,0.378,6.875
2020-06-02,SG,2.44,0.437,6.132
2020-06-03,SG,2.193,0.448,5.297
2020-06-04,SG,1.945,0.436,4.561
2020-06-05,SG,1.736,0.417,3.979
2020-06-06,SG,1.557,0.39,3.517
2020-06-07,SG,1.396,0.355,3.136
2020-06-08,SG,1.252,0.316,2.819
2020-06-09,SG,1.131,0.279,2.566
2020-06-10,SG,1.038,0.249,2.38
2020-06-11,SG,0.988,0.233,2.278
2020-06-12,SG,0.994,0.239,2.276
2020-06-13,SG,1.052,0.267,2.365
2020-06-14,SG,1.164,0.323,2.535
2020-06-15,SG,1.322,0.408,2.764
2020-06-16,SG,1.513,0.524,3.018
2020-06-17,SG,1.724,0.669,3.268
2020-06-18,SG,1.929,0.834,3.476
2020-06-19,SG,2.073,0.98,3.568
2020-06-20,SG,2.114,1.071,3.505
2020-06-21,SG,2.058,1.098,3.314
2020-06-22,SG,1.944,1.079,3.058
2020-06-23,SG,1.801,1.03,2.785
2020-06-24,SG,1.649,0.961,2.519
2020-06-25,SG,1.506,0.89,2.282
2020-06-26,SG,1.385,0.826,2.087
2020-06-27,SG,1.283,0.768,1.927
2020-06-28,SG,1.188,0.711,1.785
2020-06-29,SG,1.093,0.649,1.65
2020-06-30,SG,1.001,0.586,1.525
2020-07-01,SG,0.918,0.528,1.415
2020-07-02,SG,0.849,0.477,1.328
2020-07-03,SG,0.805,0.442,1.275
2020-07-04,SG,0.789,0.427,1.262
2020-07-05,SG,0.798,0.427,1.283
2020-07-06,SG,0.824,0.439,1.329
2020-07-07,SG,0.863,0.459,1.392
2020-07-08,SG,0.908,0.484,1.461
2020-07-09,SG,0.954,0.512,1.531
2020-07-10,SG,1,0.542,1.598
2020-07-11,SG,1.047,0.573,1.662
2020-07-12,SG,1.089,0.603,1.715
2020-07-13,SG,1.118,0.626,1.749
2020-07-14,SG,1.134,0.642,1.764
2020-07-15,SG,1.14,0.651,1.765
2020-07-16,SG,1.141,0.657,1.757
2020-07-17,SG,1.14,0.662,1.747
2020-07-18,SG,1.135,0.664,1.731
2020-07-19,SG,1.12,0.658,1.704
2020-07-20,SG,1.096,0.645,1.665
2020-07-21,SG,1.072,0.631,1.628
2020-07-22,SG,1.056,0.623,1.602
2020-07-23,SG,1.055,0.625,1.596
2020-07-24,SG,1.07,0.639,1.611
2020-07-25,SG,1.096,0.661,1.639
2020-07-26,SG,1.122,0.684,1.666
2020-07-27,SG,1.137,0.699,1.68
2020-07-28,SG,1.141,0.706,1.678
2020-07-29,SG,1.137,0.708,1.666
2020-07-30,SG,1.135,0.712,1.655
2020-07-31,SG,1.141,0.721,1.655
2020-08-01,SG,1.155,0.738,1.665
2020-08-02,SG,1.17,0.755,1.675
2020-08-03,SG,1.177,0.766,1.675
2020-08-04,SG,1.17,0.766,1.658
2020-08-05,SG,1.154,0.759,1.63
2020-08-06,SG,1.136,0.75,1.6
2020-08-07,SG,1.122,0.745,1.576
2020-08-08,SG,1.113,0.742,1.558
2020-08-09,SG,1.103,0.738,1.541
2020-08-10,SG,1.086,0.728,1.515
2020-08-11,SG,1.059,0.709,1.478
2020-08-12,SG,1.023,0.683,1.432
2020-08-13,SG,0.986,0.654,1.384
2020-08-14,SG,0.951,0.627,1.341
2020-08-15,SG,0.92,0.602,1.305
2020-08-16,SG,0.894,0.579,1.275
2020-08-17,SG,0.868,0.557,1.248
2020-08-18,SG,0.844,0.535,1.222
2020-08-19,SG,0.822,0.514,1.202
2020-08-20,SG,0.813,0.503,1.198
2020-08-21,SG,0.826,0.507,1.221
2020-08-22,SG,0.866,0.533,1.279
2020-08-23,SG,0.934,0.58,1.37
2020-08-24,SG,1.023,0.645,1.486
2020-08-25,SG,1.119,0.718,1.607
2020-08-26,SG,1.212,0.793,1.719
2020-08-27,SG,1.296,0.864,1.813
2020-08-28,SG,1.367,0.929,1.887
2020-08-29,SG,1.417,0.981,1.932
2020-08-30,SG,1.435,1.009,1.935
2020-08-31,SG,1.418,1.009,1.896
2020-09-01,SG,1.375,0.986,1.826
2020-09-02,SG,1.319,0.952,1.745
2020-09-03,SG,1.266,0.919,1.668
2020-09-04,SG,1.226,0.895,1.61
2020-09-05,SG,1.203,0.883,1.572
2020-09-06,SG,1.188,0.877,1.546
2020-09-07,SG,1.171,0.868,1.52
2020-09-08,SG,1.146,0.851,1.484
2020-09-09,SG,1.114,0.828,1.441
2020-09-10,SG,1.076,0.799,1.393
2020-09-11,SG,1.036,0.768,1.344
2020-09-12,SG,1.001,0.74,1.301
2020-09-13,SG,0.972,0.716,1.266
2020-09-14,SG,0.944,0.693,1.234
2020-09-15,SG,0.913,0.666,1.199
2020-09-16,SG,0.882,0.638,1.165
2020-09-17,SG,0.859,0.616,1.14
2020-09-18,SG,0.857,0.613,1.142
2020-09-19,SG,0.886,0.634,1.18
2020-09-20,SG,0.955,0.689,1.264
2020-09-21,SG,1.06,0.775,1.389
2020-09-22,SG,1.196,0.889,1.547
2020-09-23,SG,1.355,1.028,1.727
2020-09-24,SG,1.522,1.179,1.908
2020-09-25,SG,1.676,1.325,2.068
2020-09-26,SG,1.798,1.448,2.186
2020-09-27,SG,1.875,1.535,2.248
2020-09-28,SG,1.903,1.581,2.254
2020-09-29,SG,1.892,1.592,2.218
2020-09-30,SG,1.865,1.587,2.165
2020-10-01,SG,1.839,1.581,2.116
2020-10-02,SG,1.821,1.582,2.077
2020-10-03,SG,1.806,1.583,2.044
2020-10-04,SG,1.787,1.579,2.008
2020-10-05,SG,1.762,1.568,1.967
2020-10-06,SG,1.734,1.542,1.927
