date,region,Re_estimate,CI_down_Re_estimate,CI_up_Re_estimate
2020-12-30,BL,0.864,0.761,0.973
2020-12-31,BL,0.852,0.749,0.963
2021-01-01,BL,0.843,0.739,0.955
2021-01-02,BL,0.837,0.731,0.95
2021-01-03,BL,0.832,0.725,0.947
2021-01-04,BL,0.826,0.718,0.943
2021-01-05,BL,0.816,0.706,0.934
2021-01-06,BL,0.804,0.693,0.923
2021-01-07,BL,0.796,0.683,0.917
2021-01-08,BL,0.799,0.684,0.923
2021-01-09,BL,0.814,0.695,0.942
2021-01-10,BL,0.835,0.712,0.968
2021-01-11,BL,0.858,0.73,0.995
2021-01-12,BL,0.875,0.744,1.017
2021-01-13,BL,0.886,0.752,1.031
2021-01-14,BL,0.891,0.755,1.039
2021-01-15,BL,0.894,0.755,1.044
2021-01-16,BL,0.897,0.756,1.049
2021-01-17,BL,0.899,0.757,1.053
2021-01-18,BL,0.899,0.756,1.055
2021-01-19,BL,0.897,0.752,1.055
2021-01-20,BL,0.892,0.746,1.051
2021-01-21,BL,0.886,0.739,1.047
2021-01-22,BL,0.885,0.736,1.047
2021-01-23,BL,0.89,0.739,1.054
2021-01-24,BL,0.9,0.746,1.067
2021-01-25,BL,0.914,0.757,1.085
2021-01-26,BL,0.93,0.771,1.105
2021-01-27,BL,0.947,0.784,1.124
2021-01-28,BL,0.961,0.796,1.142
2021-01-29,BL,0.974,0.807,1.158
2021-01-30,BL,0.985,0.816,1.17
2021-01-31,BL,0.99,0.82,1.176
2021-02-01,BL,0.985,0.815,1.171
2021-02-02,BL,0.97,0.801,1.155
2021-02-03,BL,0.946,0.779,1.129
2021-02-04,BL,0.922,0.757,1.104
2021-02-05,BL,0.905,0.741,1.085
2021-02-06,BL,0.895,0.731,1.076
2021-02-07,BL,0.891,0.725,1.073
2021-02-08,BL,0.89,0.723,1.074
2021-02-09,BL,0.887,0.719,1.074
2021-02-10,BL,0.881,0.711,1.068
2021-02-11,BL,0.874,0.702,1.063
2021-02-12,BL,0.872,0.699,1.065
2021-02-13,BL,0.879,0.703,1.074
2021-02-14,BL,0.891,0.711,1.091
2021-02-15,BL,0.909,0.725,1.113
2021-02-16,BL,0.931,0.742,1.14
2021-02-17,BL,0.954,0.761,1.168
2021-02-18,BL,0.976,0.779,1.195
2021-02-19,BL,0.999,0.799,1.222
2021-02-20,BL,1.023,0.82,1.249
2021-02-21,BL,1.044,0.839,1.272
2021-02-22,BL,1.059,0.852,1.288
2021-02-23,BL,1.07,0.862,1.299
2021-02-24,BL,1.078,0.871,1.307
2021-02-25,BL,1.087,0.88,1.315
2021-02-26,BL,1.099,0.893,1.327
2021-02-27,BL,1.116,0.91,1.343
2021-02-28,BL,1.131,0.925,1.358
2021-03-01,BL,1.14,0.935,1.365
2021-03-02,BL,1.144,0.941,1.366
2021-03-03,BL,1.149,0.949,1.369
2021-03-04,BL,1.163,0.964,1.381
2021-03-05,BL,1.184,0.986,1.4
2021-03-06,BL,1.208,1.011,1.423
2021-03-07,BL,1.225,1.03,1.438
2021-03-08,BL,1.226,1.034,1.434
2021-03-09,BL,1.209,1.022,1.411
2021-03-10,BL,1.177,0.997,1.372
2021-03-11,BL,1.141,0.967,1.329
2021-03-12,BL,1.109,0.94,1.291
2021-03-13,BL,1.085,0.921,1.263
2021-03-14,BL,1.068,0.907,1.242
2021-03-15,BL,1.052,0.894,1.223
2021-03-16,BL,1.034,0.878,1.202
2021-03-17,BL,1.015,0.862,1.181
2021-03-18,BL,1,0.848,1.163
2021-03-19,BL,0.992,0.841,1.154
2021-03-20,BL,0.993,0.842,1.156
2021-03-21,BL,1,0.849,1.163
2021-03-22,BL,1.004,0.853,1.168
2021-03-23,BL,1.002,0.851,1.166
2021-03-24,BL,0.992,0.841,1.155
2021-03-25,BL,0.982,0.832,1.144
2021-03-26,BL,0.978,0.828,1.139
2021-03-27,BL,0.982,0.832,1.144
2021-03-28,BL,0.992,0.841,1.156
2021-03-29,BL,1.006,0.854,1.172
2021-03-30,BL,1.019,0.865,1.186
2021-03-31,BL,1.028,0.873,1.195
2021-04-01,BL,1.035,0.88,1.202
2021-04-02,BL,1.046,0.89,1.213
2021-04-03,BL,1.06,0.904,1.228
2021-04-04,BL,1.077,0.92,1.246
2021-04-05,BL,1.093,0.936,1.262
2021-04-06,BL,1.103,0.946,1.271
2021-04-07,BL,1.106,0.95,1.273
2021-04-08,BL,1.105,0.951,1.271
2021-04-09,BL,1.106,0.954,1.27
2021-04-10,BL,1.111,0.959,1.273
2021-04-11,BL,1.119,0.969,1.28
2021-04-12,BL,1.127,0.977,1.286
2021-04-13,BL,1.13,0.982,1.288
2021-04-14,BL,1.127,0.981,1.283
2021-04-15,BL,1.121,0.977,1.274
2021-04-16,BL,1.112,0.971,1.263
2021-04-17,BL,1.102,0.963,1.251
2021-04-18,BL,1.09,0.953,1.236
2021-04-19,BL,1.072,0.938,1.215
2021-04-20,BL,1.046,0.915,1.186
2021-04-21,BL,1.014,0.886,1.15
2021-04-22,BL,0.978,0.853,1.111
2021-04-23,BL,0.943,0.821,1.074
2021-04-24,BL,0.915,0.795,1.044
2021-04-25,BL,0.894,0.774,1.023
2021-04-26,BL,0.878,0.758,1.006
2021-04-27,BL,0.862,0.742,0.99
2021-04-28,BL,0.845,0.725,0.974
2021-04-29,BL,0.825,0.705,0.954
2021-04-30,BL,0.802,0.682,0.932
2021-05-01,BL,0.781,0.66,0.912
2021-05-02,BL,0.764,0.642,0.896
2021-05-03,BL,0.751,0.627,0.885
2021-05-04,BL,0.738,0.613,0.875
2021-05-05,BL,0.728,0.6,0.868
2021-05-06,BL,0.722,0.591,0.866
2021-05-07,BL,0.727,0.591,0.876
2021-05-08,BL,0.739,0.598,0.895
2021-05-09,BL,0.757,0.61,0.919
2021-05-10,BL,0.776,0.622,0.946
2021-05-11,BL,0.792,0.632,0.969
2021-05-12,BL,0.803,0.638,0.986
2021-05-13,BL,0.811,0.642,1.001
2021-05-14,BL,0.821,0.647,1.016
2021-05-15,BL,0.83,0.651,1.03
2021-05-16,BL,0.833,0.65,1.038
2021-05-17,BL,0.826,0.641,1.035
2021-05-18,BL,0.806,0.62,1.016
2021-05-19,BL,0.773,0.588,0.984
2021-05-20,BL,0.738,0.554,0.948
2021-05-21,BL,0.709,0.525,0.921
2021-05-22,BL,0.693,0.506,0.909
2021-05-23,BL,0.693,0.501,0.917
2021-05-24,BL,0.707,0.506,0.942
2021-05-25,BL,0.726,0.515,0.973
2021-05-26,BL,0.742,0.522,1.001
2021-05-27,BL,0.753,0.524,1.023
2021-05-28,BL,0.761,0.524,1.041
2021-05-29,BL,0.767,0.523,1.057
2021-05-30,BL,0.771,0.519,1.071
2021-05-31,BL,0.77,0.513,1.079
2021-06-01,BL,0.763,0.501,1.079
2021-06-02,BL,0.745,0.48,1.067
2021-06-03,BL,0.718,0.453,1.045
2021-06-04,BL,0.691,0.424,1.021
2021-06-05,BL,0.67,0.4,1.007
2021-06-06,BL,0.657,0.383,1.005
2021-06-07,BL,0.655,0.372,1.017
2021-06-08,BL,0.662,0.367,1.042
2021-06-09,BL,0.673,0.365,1.074
2021-06-10,BL,0.687,0.364,1.11
2021-06-11,BL,0.704,0.365,1.151
2021-06-12,BL,0.725,0.37,1.199
2021-06-13,BL,0.751,0.377,1.251
2021-06-14,BL,0.774,0.383,1.3
2021-06-15,BL,0.788,0.383,1.337
2021-06-16,BL,0.794,0.378,1.361
2021-06-17,BL,0.796,0.371,1.381
2021-06-18,BL,0.804,0.368,1.406
2021-06-19,BL,0.82,0.371,1.443
2021-06-20,BL,0.844,0.379,1.492
2021-06-21,BL,0.878,0.394,1.553
2021-06-22,BL,0.922,0.416,1.627
2021-06-23,BL,0.978,0.447,1.712
2021-06-24,BL,1.046,0.489,1.811
2021-06-25,BL,1.125,0.541,1.919
2021-06-26,BL,1.213,0.603,2.032
2021-06-27,BL,1.31,0.677,2.148
2021-06-28,BL,1.409,0.759,2.258
2021-06-29,BL,1.503,0.843,2.351
2021-06-30,BL,1.59,0.929,2.427
2021-07-01,BL,1.669,1.014,2.484
2021-07-02,BL,1.725,1.086,2.509
2021-07-03,BL,1.753,1.139,2.497
2021-07-04,BL,1.749,1.168,2.445
2021-07-05,BL,1.714,1.171,2.359
2021-07-06,BL,1.659,1.154,2.253
2021-07-07,BL,1.601,1.132,2.149
2021-07-08,BL,1.553,1.115,2.061
2021-07-09,BL,1.515,1.103,1.99
2021-07-10,BL,1.484,1.095,1.931
2021-07-11,BL,1.455,1.086,1.876
2021-07-12,BL,1.419,1.07,1.818
2021-07-13,BL,1.376,1.045,1.752
2021-07-14,BL,1.331,1.018,1.687
2021-07-15,BL,1.29,0.992,1.628
2021-07-16,BL,1.257,0.971,1.579
2021-07-17,BL,1.233,0.958,1.543
2021-07-18,BL,1.219,0.951,1.519
2021-07-19,BL,1.209,0.948,1.5
2021-07-20,BL,1.2,0.946,1.485
2021-07-21,BL,1.196,0.947,1.474
2021-07-22,BL,1.198,0.953,1.47
2021-07-23,BL,1.203,0.962,1.471
2021-07-24,BL,1.214,0.976,1.477
2021-07-25,BL,1.229,0.994,1.489
2021-07-26,BL,1.254,1.021,1.511
2021-07-27,BL,1.288,1.056,1.542
2021-07-28,BL,1.328,1.098,1.58
2021-07-29,BL,1.371,1.143,1.619
2021-07-30,BL,1.411,1.186,1.655
2021-07-31,BL,1.439,1.218,1.677
2021-08-01,BL,1.448,1.235,1.678
2021-08-02,BL,1.447,1.242,1.668
2021-08-03,BL,1.447,1.249,1.658
2021-08-04,BL,1.451,1.261,1.654
2021-08-05,BL,1.456,1.273,1.652
2021-08-06,BL,1.459,1.283,1.647
2021-08-07,BL,1.449,1.28,1.629
2021-08-08,BL,1.417,1.256,1.587
2021-08-09,BL,1.364,1.213,1.524
2021-08-10,BL,1.302,1.159,1.452
2021-08-11,BL,1.24,1.103,1.382
2021-08-12,BL,1.187,1.053,1.322
2021-08-13,BL,1.147,1.017,1.276
2021-08-14,BL,1.116,0.99,1.242
2021-08-15,BL,1.085,0.964,1.207
2021-08-16,BL,1.049,0.931,1.167
2021-08-17,BL,1.007,0.893,1.121
2021-08-18,BL,0.962,0.851,1.074
2021-08-19,BL,0.922,0.812,1.031
2021-08-20,BL,0.894,0.785,1.003
2021-08-21,BL,0.881,0.772,0.991
2021-08-22,BL,0.88,0.769,0.991
2021-08-23,BL,0.884,0.772,0.995
2021-08-24,BL,0.888,0.777,1
2021-08-25,BL,0.889,0.779,1.003
2021-08-26,BL,0.888,0.777,1.003
2021-08-27,BL,0.887,0.774,1.003
2021-08-28,BL,0.888,0.773,1.005
2021-08-29,BL,0.89,0.776,1.009
2021-08-30,BL,0.891,0.778,1.012
2021-08-31,BL,0.891,0.776,1.013
2021-09-01,BL,0.885,0.77,1.009
2021-09-02,BL,0.876,0.76,1
2021-09-03,BL,0.865,0.748,0.99
2021-09-04,BL,0.853,0.736,0.979
2021-09-05,BL,0.841,0.723,0.968
2021-09-06,BL,0.828,0.709,0.956
2021-09-07,BL,0.81,0.691,0.94
2021-09-08,BL,0.791,0.671,0.921
2021-09-09,BL,0.773,0.652,0.905
2021-09-10,BL,0.761,0.638,0.894
2021-09-11,BL,0.757,0.632,0.894
2021-09-12,BL,0.762,0.633,0.903
2021-09-13,BL,0.772,0.638,0.918
2021-09-14,BL,0.78,0.642,0.931
2021-09-15,BL,0.785,0.643,0.941
2021-09-16,BL,0.789,0.643,0.949
2021-09-17,BL,0.794,0.644,0.959
2021-09-18,BL,0.803,0.649,0.974
2021-09-19,BL,0.818,0.659,0.994
2021-09-20,BL,0.836,0.672,1.019
2021-09-21,BL,0.852,0.682,1.04
2021-09-22,BL,0.858,0.685,1.051
2021-09-23,BL,0.856,0.68,1.052
2021-09-24,BL,0.846,0.669,1.044
2021-09-25,BL,0.832,0.653,1.032
2021-09-26,BL,0.817,0.638,1.019
2021-09-27,BL,0.806,0.625,1.01
2021-09-28,BL,0.798,0.614,1.006
2021-09-29,BL,0.799,0.611,1.011
2021-09-30,BL,0.81,0.617,1.029
2021-10-01,BL,0.835,0.634,1.062
2021-10-02,BL,0.87,0.661,1.107
2021-10-03,BL,0.908,0.691,1.155
2021-10-04,BL,0.943,0.718,1.199
2021-10-05,BL,0.968,0.737,1.231
2021-10-06,BL,0.986,0.751,1.252
2021-10-07,BL,1.002,0.764,1.271
2021-10-08,BL,1.018,0.777,1.29
2021-10-09,BL,1.034,0.792,1.309
2020-03-03,BS,2.357,1.705,3.113
2020-03-04,BS,2.168,1.604,2.815
2020-03-05,BS,2.004,1.511,2.565
2020-03-06,BS,1.876,1.438,2.371
2020-03-07,BS,1.787,1.391,2.233
2020-03-08,BS,1.722,1.359,2.128
2020-03-09,BS,1.666,1.33,2.039
2020-03-10,BS,1.612,1.301,1.957
2020-03-11,BS,1.557,1.267,1.876
2020-03-12,BS,1.497,1.227,1.793
2020-03-13,BS,1.439,1.186,1.715
2020-03-14,BS,1.384,1.147,1.643
2020-03-15,BS,1.33,1.107,1.574
2020-03-16,BS,1.275,1.064,1.505
2020-03-17,BS,1.216,1.016,1.433
2020-03-18,BS,1.154,0.964,1.36
2020-03-19,BS,1.089,0.91,1.285
2020-03-20,BS,1.028,0.856,1.215
2020-03-21,BS,0.97,0.805,1.15
2020-03-22,BS,0.914,0.755,1.088
2020-03-23,BS,0.86,0.706,1.029
2020-03-24,BS,0.812,0.661,0.978
2020-03-25,BS,0.769,0.621,0.932
2020-03-26,BS,0.733,0.586,0.896
2020-03-27,BS,0.708,0.56,0.872
2020-03-28,BS,0.69,0.541,0.858
2020-03-29,BS,0.677,0.524,0.849
2020-03-30,BS,0.663,0.507,0.84
2020-03-31,BS,0.646,0.487,0.829
2020-04-01,BS,0.626,0.463,0.813
2020-04-02,BS,0.604,0.438,0.797
2020-04-03,BS,0.586,0.416,0.784
2020-04-04,BS,0.573,0.397,0.78
2020-04-05,BS,0.566,0.384,0.783
2020-04-06,BS,0.563,0.372,0.793
2020-04-07,BS,0.56,0.361,0.804
2020-04-08,BS,0.554,0.346,0.811
2020-04-09,BS,0.544,0.327,0.815
2020-04-10,BS,0.535,0.31,0.821
2020-04-11,BS,0.535,0.298,0.84
2020-04-12,BS,0.542,0.291,0.869
2020-04-13,BS,0.55,0.284,0.902
2020-04-14,BS,0.559,0.277,0.938
2020-04-15,BS,0.565,0.267,0.972
2020-04-16,BS,0.569,0.257,1.005
2020-04-17,BS,0.579,0.249,1.046
2020-04-18,BS,0.604,0.25,1.11
2020-04-19,BS,0.647,0.263,1.201
2020-04-20,BS,0.706,0.284,1.316
2020-04-21,BS,0.771,0.31,1.439
2020-04-22,BS,0.831,0.333,1.553
2020-04-23,BS,0.869,0.345,1.63
2020-04-24,BS,0.881,0.344,1.666
2020-04-25,BS,0.871,0.331,1.667
2020-04-26,BS,0.845,0.31,1.642
2020-04-27,BS,0.805,0.282,1.599
2020-04-28,BS,0.753,0.246,1.539
2020-04-29,BS,0.693,0.206,1.468
2020-04-30,BS,0.634,0.168,1.404
2020-05-01,BS,0.583,0.135,1.355
2020-05-02,BS,0.545,0.107,1.331
2020-05-03,BS,0.522,0.087,1.34
2020-05-04,BS,0.516,0.073,1.383
2020-05-05,BS,0.521,0.062,1.455
2020-05-06,BS,0.532,0.054,1.548
2020-05-07,BS,0.545,0.045,1.651
2020-05-08,BS,0.555,0.037,1.752
2020-05-09,BS,0.562,0.029,1.855
2020-05-10,BS,0.569,0.023,1.961
2020-05-11,BS,0.577,0.018,2.074
2020-05-12,BS,0.587,0.013,2.197
2020-05-13,BS,0.605,0.011,2.344
2020-05-14,BS,0.632,0.009,2.515
2020-05-15,BS,0.667,0.008,2.709
2020-05-16,BS,0.711,0.007,2.928
2020-05-17,BS,0.779,0.008,3.198
2020-05-18,BS,0.878,0.011,3.533
2020-05-19,BS,1.007,0.017,3.916
2020-05-20,BS,1.166,0.029,4.321
2020-05-21,BS,1.335,0.048,4.686
2020-05-22,BS,1.489,0.075,4.944
2020-05-23,BS,1.594,0.107,5.033
2020-05-24,BS,1.64,0.138,4.956
2020-05-25,BS,1.612,0.158,4.715
2020-05-26,BS,1.517,0.161,4.357
2020-05-27,BS,1.376,0.148,3.939
2020-05-28,BS,1.213,0.124,3.516
2020-05-29,BS,1.048,0.094,3.123
2020-05-30,BS,0.905,0.067,2.804
2020-05-31,BS,0.796,0.047,2.577
2020-06-01,BS,0.715,0.032,2.43
2020-06-02,BS,0.652,0.02,2.337
2020-06-03,BS,0.599,0.012,2.282
2020-06-04,BS,0.553,0.006,2.256
2020-06-05,BS,0.511,0.003,2.249
2020-06-06,BS,0.48,0.001,2.281
2020-06-07,BS,0.474,0,2.393
2020-06-08,BS,0.504,0,2.629
2020-06-09,BS,0.578,0,3.018
2020-06-10,BS,0.691,0.001,3.538
2020-06-11,BS,0.807,0.001,4.069
2020-06-12,BS,0.885,0.001,4.459
2020-06-13,BS,0.903,0.001,4.632
2020-06-14,BS,0.886,0,4.653
2020-06-15,BS,0.869,0,4.653
2020-06-16,BS,0.883,0,4.741
2020-06-17,BS,0.944,0,4.973
2020-06-18,BS,1.051,0.001,5.334
2020-06-19,BS,1.188,0.002,5.745
2020-06-20,BS,1.35,0.005,6.153
2020-06-21,BS,1.591,0.014,6.652
2020-06-22,BS,1.978,0.049,7.325
2020-06-23,BS,2.452,0.141,7.964
2020-06-24,BS,2.841,0.294,8.204
2020-06-25,BS,3.005,0.463,7.873
2020-06-26,BS,2.988,0.616,7.197
2020-06-27,BS,2.885,0.744,6.448
2020-06-28,BS,2.712,0.825,5.7
2020-06-29,BS,2.5,0.859,5.003
2020-06-30,BS,2.285,0.861,4.392
2020-07-01,BS,2.075,0.837,3.866
2020-07-02,BS,1.875,0.793,3.413
2020-07-03,BS,1.687,0.737,3.024
2020-07-04,BS,1.518,0.676,2.695
2020-07-05,BS,1.364,0.611,2.413
2020-07-06,BS,1.222,0.544,2.17
2020-07-07,BS,1.094,0.478,1.961
2020-07-08,BS,0.986,0.419,1.792
2020-07-09,BS,0.897,0.367,1.66
2020-07-10,BS,0.829,0.326,1.564
2020-07-11,BS,0.781,0.293,1.503
2020-07-12,BS,0.75,0.269,1.472
2020-07-13,BS,0.747,0.26,1.487
2020-07-14,BS,0.784,0.272,1.564
2020-07-15,BS,0.868,0.309,1.709
2020-07-16,BS,1,0.377,1.921
2020-07-17,BS,1.177,0.478,2.188
2020-07-18,BS,1.367,0.596,2.452
2020-07-19,BS,1.518,0.704,2.638
2020-07-20,BS,1.598,0.779,2.707
2020-07-21,BS,1.601,0.809,2.658
2020-07-22,BS,1.544,0.801,2.528
2020-07-23,BS,1.457,0.769,2.362
2020-07-24,BS,1.36,0.725,2.192
2020-07-25,BS,1.263,0.676,2.031
2020-07-26,BS,1.171,0.626,1.885
2020-07-27,BS,1.088,0.577,1.758
2020-07-28,BS,1.019,0.535,1.657
2020-07-29,BS,0.973,0.506,1.589
2020-07-30,BS,0.956,0.496,1.565
2020-07-31,BS,0.979,0.512,1.595
2020-08-01,BS,1.039,0.554,1.675
2020-08-02,BS,1.13,0.619,1.791
2020-08-03,BS,1.233,0.697,1.92
2020-08-04,BS,1.325,0.771,2.027
2020-08-05,BS,1.382,0.824,2.083
2020-08-06,BS,1.399,0.851,2.082
2020-08-07,BS,1.385,0.855,2.04
2020-08-08,BS,1.352,0.846,1.974
2020-08-09,BS,1.304,0.824,1.894
2020-08-10,BS,1.24,0.786,1.796
2020-08-11,BS,1.163,0.736,1.685
2020-08-12,BS,1.078,0.678,1.57
2020-08-13,BS,0.993,0.617,1.457
2020-08-14,BS,0.916,0.56,1.358
2020-08-15,BS,0.857,0.515,1.285
2020-08-16,BS,0.817,0.482,1.238
2020-08-17,BS,0.795,0.462,1.218
2020-08-18,BS,0.787,0.451,1.217
2020-08-19,BS,0.786,0.444,1.226
2020-08-20,BS,0.784,0.435,1.235
2020-08-21,BS,0.778,0.423,1.239
2020-08-22,BS,0.773,0.412,1.246
2020-08-23,BS,0.774,0.405,1.26
2020-08-24,BS,0.789,0.408,1.293
2020-08-25,BS,0.823,0.424,1.352
2020-08-26,BS,0.872,0.451,1.43
2020-08-27,BS,0.924,0.48,1.51
2020-08-28,BS,0.971,0.508,1.581
2020-08-29,BS,1.008,0.531,1.636
2020-08-30,BS,1.03,0.545,1.668
2020-08-31,BS,1.037,0.55,1.677
2020-09-01,BS,1.035,0.549,1.673
2020-09-02,BS,1.028,0.545,1.66
2020-09-03,BS,1.016,0.538,1.643
2020-09-04,BS,1.003,0.53,1.624
2020-09-05,BS,0.987,0.519,1.602
2020-09-06,BS,0.958,0.499,1.565
2020-09-07,BS,0.915,0.467,1.509
2020-09-08,BS,0.86,0.427,1.44
2020-09-09,BS,0.801,0.384,1.369
2020-09-10,BS,0.748,0.343,1.306
2020-09-11,BS,0.714,0.315,1.274
2020-09-12,BS,0.708,0.303,1.282
2020-09-13,BS,0.726,0.304,1.327
2020-09-14,BS,0.759,0.315,1.397
2020-09-15,BS,0.797,0.327,1.472
2020-09-16,BS,0.833,0.339,1.546
2020-09-17,BS,0.876,0.356,1.625
2020-09-18,BS,0.945,0.392,1.738
2020-09-19,BS,1.056,0.456,1.902
2020-09-20,BS,1.211,0.555,2.119
2020-09-21,BS,1.393,0.681,2.356
2020-09-22,BS,1.56,0.808,2.555
2020-09-23,BS,1.673,0.911,2.663
2020-09-24,BS,1.724,0.978,2.678
2020-09-25,BS,1.746,1.03,2.649
2020-09-26,BS,1.774,1.088,2.625
2020-09-27,BS,1.813,1.155,2.617
2020-09-28,BS,1.85,1.222,2.607
2020-09-29,BS,1.869,1.273,2.577
2020-09-30,BS,1.86,1.302,2.517
2020-10-01,BS,1.829,1.309,2.434
2020-10-02,BS,1.785,1.304,2.34
2020-10-03,BS,1.739,1.294,2.25
2020-10-04,BS,1.7,1.285,2.171
2020-10-05,BS,1.67,1.282,2.108
2020-10-06,BS,1.648,1.284,2.057
2020-10-07,BS,1.633,1.29,2.016
2020-10-08,BS,1.628,1.303,1.989
2020-10-09,BS,1.634,1.325,1.976
2020-10-10,BS,1.639,1.345,1.963
2020-10-11,BS,1.633,1.354,1.938
2020-10-12,BS,1.613,1.349,1.899
2020-10-13,BS,1.581,1.333,1.849
2020-10-14,BS,1.54,1.308,1.791
2020-10-15,BS,1.496,1.278,1.73
2020-10-16,BS,1.454,1.249,1.674
2020-10-17,BS,1.416,1.223,1.624
2020-10-18,BS,1.38,1.196,1.576
2020-10-19,BS,1.34,1.166,1.527
2020-10-20,BS,1.297,1.131,1.474
2020-10-21,BS,1.252,1.094,1.42
2020-10-22,BS,1.209,1.058,1.369
2020-10-23,BS,1.172,1.027,1.326
2020-10-24,BS,1.144,1.004,1.293
2020-10-25,BS,1.125,0.988,1.27
2020-10-26,BS,1.109,0.975,1.251
2020-10-27,BS,1.093,0.951,1.235
2020-10-28,BS,1.076,0.929,1.222
2020-10-29,BS,1.063,0.915,1.212
2020-10-30,BS,1.06,0.911,1.21
2020-10-31,BS,1.069,0.92,1.217
2020-11-01,BS,1.087,0.936,1.238
2020-11-02,BS,1.108,0.953,1.263
2020-11-03,BS,1.126,0.967,1.284
2020-11-04,BS,1.137,0.978,1.295
2020-11-05,BS,1.141,0.986,1.296
2020-11-06,BS,1.14,0.99,1.29
2020-11-07,BS,1.136,0.989,1.283
2020-11-08,BS,1.127,0.98,1.275
2020-11-09,BS,1.112,0.963,1.26
2020-11-10,BS,1.087,0.941,1.234
2020-11-11,BS,1.057,0.915,1.198
2020-11-12,BS,1.023,0.887,1.159
2020-11-13,BS,0.993,0.861,1.124
2020-11-14,BS,0.968,0.841,1.096
2020-11-15,BS,0.951,0.827,1.075
2020-11-16,BS,0.938,0.817,1.058
2020-11-17,BS,0.928,0.81,1.046
2020-11-18,BS,0.92,0.803,1.038
2020-11-19,BS,0.918,0.796,1.039
2020-11-20,BS,0.923,0.794,1.051
2020-11-21,BS,0.935,0.797,1.072
2020-11-22,BS,0.949,0.805,1.094
2020-11-23,BS,0.964,0.816,1.112
2020-11-24,BS,0.975,0.827,1.122
2020-11-25,BS,0.981,0.837,1.124
2020-11-26,BS,0.985,0.847,1.123
2020-11-27,BS,0.992,0.858,1.127
2020-11-28,BS,1.004,0.867,1.142
2020-11-29,BS,1.018,0.874,1.162
2020-11-30,BS,1.03,0.879,1.18
2020-12-01,BS,1.036,0.881,1.192
2020-12-02,BS,1.038,0.879,1.196
2020-12-03,BS,1.036,0.877,1.195
2020-12-04,BS,1.034,0.879,1.188
2020-12-05,BS,1.033,0.886,1.18
2020-12-06,BS,1.03,0.893,1.168
2020-12-07,BS,1.024,0.895,1.152
2020-12-08,BS,1.01,0.889,1.132
2020-12-09,BS,0.991,0.874,1.108
2020-12-10,BS,0.968,0.854,1.083
2020-12-11,BS,0.946,0.832,1.059
2020-12-12,BS,0.925,0.809,1.04
2020-12-13,BS,0.906,0.787,1.025
2020-12-14,BS,0.889,0.768,1.011
2020-12-15,BS,0.873,0.75,0.996
2020-12-16,BS,0.856,0.735,0.976
2020-12-17,BS,0.839,0.723,0.956
2020-12-18,BS,0.827,0.714,0.94
2020-12-19,BS,0.82,0.708,0.935
2020-12-20,BS,0.818,0.704,0.935
2020-12-21,BS,0.822,0.702,0.941
2020-12-22,BS,0.83,0.706,0.954
2020-12-23,BS,0.844,0.717,0.971
2020-12-24,BS,0.865,0.737,0.994
2020-12-25,BS,0.893,0.765,1.027
2020-12-26,BS,0.926,0.796,1.064
2020-12-27,BS,0.956,0.823,1.099
2020-12-28,BS,0.976,0.84,1.122
2020-12-29,BS,0.982,0.845,1.129
2020-12-30,BS,0.976,0.839,1.123
2020-12-31,BS,0.963,0.827,1.11
2021-01-01,BS,0.949,0.813,1.095
2021-01-02,BS,0.933,0.798,1.078
2021-01-03,BS,0.912,0.778,1.056
2021-01-04,BS,0.883,0.751,1.027
2021-01-05,BS,0.847,0.716,0.988
2021-01-06,BS,0.805,0.676,0.944
2021-01-07,BS,0.767,0.64,0.906
2021-01-08,BS,0.742,0.614,0.881
2021-01-09,BS,0.732,0.602,0.874
2021-01-10,BS,0.735,0.602,0.882
2021-01-11,BS,0.748,0.61,0.901
2021-01-12,BS,0.767,0.622,0.926
2021-01-13,BS,0.788,0.637,0.955
2021-01-14,BS,0.815,0.657,0.989
2021-01-15,BS,0.849,0.684,1.032
2021-01-16,BS,0.89,0.717,1.082
2021-01-17,BS,0.93,0.75,1.129
2021-01-18,BS,0.957,0.772,1.162
2021-01-19,BS,0.967,0.779,1.175
2021-01-20,BS,0.961,0.773,1.17
2021-01-21,BS,0.945,0.758,1.153
2021-01-22,BS,0.931,0.744,1.138
2021-01-23,BS,0.925,0.738,1.133
2021-01-24,BS,0.929,0.741,1.139
2021-01-25,BS,0.938,0.748,1.15
2021-01-26,BS,0.948,0.755,1.163
2021-01-27,BS,0.953,0.758,1.17
2021-01-28,BS,0.952,0.756,1.17
2021-01-29,BS,0.945,0.749,1.164
2021-01-30,BS,0.937,0.741,1.156
2021-01-31,BS,0.928,0.731,1.147
2021-02-01,BS,0.913,0.717,1.132
2021-02-02,BS,0.891,0.696,1.109
2021-02-03,BS,0.861,0.668,1.077
2021-02-04,BS,0.825,0.634,1.039
2021-02-05,BS,0.787,0.599,1
2021-02-06,BS,0.754,0.567,0.966
2021-02-07,BS,0.728,0.541,0.942
2021-02-08,BS,0.711,0.522,0.93
2021-02-09,BS,0.709,0.514,0.933
2021-02-10,BS,0.721,0.519,0.956
2021-02-11,BS,0.751,0.538,0.999
2021-02-12,BS,0.8,0.573,1.065
2021-02-13,BS,0.864,0.621,1.148
2021-02-14,BS,0.938,0.677,1.241
2021-02-15,BS,1.016,0.739,1.336
2021-02-16,BS,1.088,0.798,1.422
